Дата,Открытие,Макс,Мин,Закрытие,      
20/09/18,112620,112630,112610,112620,
20/09/18,112630,112630,112590,112610,
20/09/18,112610,112630,112600,112620,
20/09/18,112630,112630,112620,112630,
20/09/18,112640,112690,112630,112670,
20/09/18,112670,112680,112660,112670,
20/09/18,112670,112680,112650,112660,
20/09/18,112640,112650,112630,112650,
20/09/18,112640,112640,112620,112630,
20/09/18,112620,112650,112620,112650,
20/09/18,112640,112650,112630,112640,
20/09/18,112630,112700,112620,112680,
20/09/18,112680,112700,112640,112640,
20/09/18,112640,112670,112640,112670,
20/09/18,112660,112670,112650,112650,
20/09/18,112640,112650,112620,112650,
20/09/18,112640,112640,112620,112630,
20/09/18,112640,112720,112640,112670,
20/09/18,112670,112670,112650,112660,
20/09/18,112660,112660,112650,112660,
20/09/18,112670,112670,112650,112660,
20/09/18,112670,112690,112670,112670,
20/09/18,112680,112680,112660,112660,
20/09/18,112660,112690,112660,112660,
20/09/18,112660,112670,112660,112670,
20/09/18,112660,112680,112660,112670,
20/09/18,112670,112670,112670,112670,
20/09/18,112680,112720,112670,112720,
20/09/18,112720,112730,112690,112700,
20/09/18,112720,112720,112700,112720,
20/09/18,112710,112720,112710,112710,
20/09/18,112700,112720,112700,112720,
20/09/18,112710,112730,112710,112710,
20/09/18,112710,112710,112700,112700,
20/09/18,112700,112710,112680,112700,
20/09/18,112700,112710,112680,112680,
20/09/18,112680,112720,112680,112710,
20/09/18,112700,112730,112700,112710,
20/09/18,112710,112720,112710,112720,
20/09/18,112720,112720,112720,112720,
20/09/18,112700,112710,112690,112700,
20/09/18,112690,112690,112680,112690,
20/09/18,112680,112690,112680,112690,
20/09/18,112690,112690,112690,112690,
20/09/18,112690,112700,112680,112680,
20/09/18,112690,112690,112670,112670,
20/09/18,112680,112710,112670,112710,
20/09/18,112720,112750,112710,112740,
20/09/18,112730,112750,112730,112750,
20/09/18,112740,112750,112730,112730,
20/09/18,112730,112730,112720,112720,
20/09/18,112720,112740,112720,112740,
20/09/18,112740,112750,112740,112740,
20/09/18,112740,112740,112740,112740,
20/09/18,112730,112740,112720,112730,
20/09/18,112720,112740,112710,112720,
20/09/18,112730,112730,112710,112710,
20/09/18,112710,112720,112690,112710,
20/09/18,112720,112750,112690,112740,
20/09/18,112730,112730,112720,112720,
20/09/18,112720,112740,112720,112730,
20/09/18,112720,112750,112720,112750,
20/09/18,112740,112750,112730,112730,
20/09/18,112720,112730,112700,112720,
20/09/18,112730,112740,112720,112730,
20/09/18,112730,112750,112660,112670,
20/09/18,112670,112750,112650,112690,
20/11/18,113560,113560,113010,113190,
20/11/18,113200,113240,113110,113140,
20/11/18,113140,113200,113110,113120,
20/11/18,113130,113140,113080,113080,
20/11/18,113070,113170,113050,113130,
20/11/18,113120,113130,112930,112950,
20/11/18,112950,113040,112910,112990,
20/11/18,112990,113010,112960,113010,
20/11/18,113000,113080,112960,112960,
20/11/18,112960,112990,112920,112970,
20/11/18,112950,113000,112910,112950,
20/11/18,112940,113000,112890,112990,
20/11/18,113000,113040,112930,113040,
20/11/18,113040,113050,112980,113000,
20/11/18,113010,113020,112910,112940,
20/11/18,112940,112970,112870,112930,
20/11/18,112940,113020,112920,112990,
20/11/18,113000,113050,113000,113000,
20/11/18,113000,113050,113000,113050,
20/11/18,113050,113050,113010,113010,
20/11/18,113010,113080,113010,113030,
20/11/18,113040,113040,112930,112950,
20/11/18,112970,112990,112950,112980,
20/11/18,112980,113010,112950,112980,
20/11/18,112980,113010,112970,112970,
20/11/18,112960,112970,112900,112960,
20/11/18,112960,112980,112930,112940,
20/11/18,112950,112980,112950,112950,
20/11/18,112960,113010,112960,113010,
20/11/18,113000,113020,112950,112950,
20/11/18,112960,113010,112950,113010,
20/11/18,113010,113060,113010,113030,
20/11/18,113030,113170,113010,113120,
20/11/18,113120,113170,113100,113140,
20/11/18,113130,113150,113090,113100,
20/11/18,113090,113120,113090,113090,
20/11/18,113090,113090,113030,113040,
20/11/18,113040,113070,113020,113070,
20/11/18,113070,113120,113050,113100,
20/11/18,113100,113110,113050,113070,
20/11/18,113070,113080,113020,113020,
20/11/18,113020,113040,112950,113010,
20/11/18,113020,113020,112890,112910,
20/11/18,112920,113010,112920,112960,
20/11/18,112950,113050,112950,113000,
20/11/18,113010,113050,112990,113010,
20/11/18,113010,113020,112880,112880,
20/11/18,112880,112960,112840,112950,
20/11/18,112940,112960,112840,112850,
20/11/18,112850,112910,112830,112880,
20/11/18,112880,112880,112760,112810,
20/11/18,112810,112830,112730,112790,
20/11/18,112810,112810,112760,112790,
20/11/18,112790,112790,112700,112710,
20/11/18,112710,112760,112690,112710,
20/11/18,112710,112710,112520,112580,
20/11/18,112580,112600,112540,112570,
20/11/18,112560,112580,112540,112540,
20/11/18,112540,112620,112520,112590,
20/11/18,112590,112620,112560,112570,
20/11/18,112580,112690,112550,112620,
20/11/18,112620,112670,112610,112650,
20/11/18,112650,112690,112630,112690,
20/11/18,112680,112700,112660,112690,
20/11/18,112680,112700,112640,112700,
20/11/18,112700,112700,112510,112510,
20/11/18,112510,112530,112410,112530,
20/11/18,112520,112610,112480,112600,
20/11/18,112600,112650,112570,112630,
20/11/18,112630,112630,112480,112550,
20/11/18,112550,112580,112500,112560,
20/11/18,112550,112570,112500,112520,
20/11/18,112510,112630,112510,112620,
20/11/18,112600,112610,112500,112550,
20/11/18,112550,112640,112530,112640,
20/11/18,112630,112700,112620,112650,
20/11/18,112640,112680,112630,112670,
20/11/18,112660,112790,112630,112760,
20/11/18,112750,112820,112740,112750,
20/11/18,112750,112800,112720,112740,
20/11/18,112740,112750,112690,112700,
20/11/18,112690,112700,112560,112650,
20/11/18,112650,112650,112600,112630,
20/11/18,112620,112650,112580,112600,
20/11/18,112620,112680,112570,112680,
20/11/18,112670,112680,112620,112670,
20/11/18,112680,112820,112670,112820,
20/11/18,112820,112820,112720,112770,
20/11/18,112760,112820,112740,112800,
20/11/18,112810,112840,112770,112780,
20/11/18,112790,112810,112730,112760,
20/11/18,112770,112800,112740,112770,
20/11/18,112770,112800,112730,112730,
20/11/18,112740,112750,112690,112700,
20/11/18,112710,112710,112490,112520,
20/11/18,112530,112620,112520,112560,
20/11/18,112550,112590,112530,112590,
20/11/18,112590,112590,112520,112550,
20/11/18,112540,112630,112530,112590,
20/11/18,112590,112600,112520,112590,
20/11/18,112600,112620,112420,112480,
20/11/18,112480,112550,112470,112550,
20/11/18,112550,112590,112510,112540,
20/11/18,112550,112590,112530,112590,
20/11/18,112600,112650,112580,112620,
20/11/18,112620,112640,112600,112600,
20/11/18,112620,112650,112560,112600,
20/11/18,112610,112610,112520,112520,
20/11/18,112510,112550,112480,112510,
20/11/18,112500,112500,112330,112340,
20/11/18,112340,112360,112260,112330,
20/11/18,112330,112330,112280,112290,
20/11/18,112280,112370,112280,112330,
20/11/18,112330,112360,112330,112350,
20/11/18,112340,112380,112340,112370,
20/11/18,112370,112370,112300,112300,
20/11/18,112300,112320,112280,112300,
20/11/18,112300,112300,112270,112280,
20/11/18,112280,112320,112250,112310,
20/11/18,112300,112300,112240,112280,
20/11/18,112280,112320,112240,112300,
20/11/18,112290,112380,112280,112370,
20/11/18,112380,112440,112370,112380,
20/11/18,112390,112420,112340,112370,
20/11/18,112370,112450,112360,112380,
20/11/18,112380,112420,112360,112380,
20/11/18,112380,112410,112360,112410,
20/11/18,112410,112410,112340,112350,
20/11/18,112350,112360,112290,112330,
20/11/18,112330,112400,112290,112400,
20/11/18,112400,112440,112360,112430,
20/11/18,112430,112450,112390,112420,
20/11/18,112420,112420,112140,112240,
20/11/18,112240,112330,112210,112320,
20/11/18,112310,112360,112300,112330,
20/11/18,112330,112370,112300,112300,
20/11/18,112300,112360,112300,112340,
20/11/18,112330,112450,112330,112390,
20/11/18,112400,112400,112340,112370,
20/11/18,112370,112500,112360,112420,
20/11/18,112420,112450,112400,112450,
20/11/18,112440,112450,112390,112420,
20/11/18,112410,112420,112330,112330,
20/11/18,112330,112460,112290,112440,
20/11/18,112440,112500,112430,112460,
20/11/18,112460,112550,112450,112530,
20/11/18,112530,112570,112470,112480,
20/11/18,112490,112500,112440,112460,
20/11/18,112460,112460,112410,112450,
20/11/18,112450,112480,112350,112350,
20/11/18,112350,112400,112320,112390,
20/11/18,112390,112420,112370,112420,
20/11/18,112420,112460,112410,112440,
20/11/18,112460,112510,112440,112510,
20/11/18,112520,112610,112500,112530,
20/11/18,112530,112660,112520,112620,
20/11/18,112620,112650,112610,112630,
20/11/18,112630,112690,112620,112630,
20/11/18,112620,112650,112610,112610,
20/11/18,112620,112640,112580,112610,
20/11/18,112600,112670,112570,112640,
20/11/18,112640,112660,112610,112620,
20/11/18,112620,112640,112580,112590,
20/11/18,112580,112620,112570,112570,
20/11/18,112570,112580,112520,112560,
20/11/18,112550,112570,112510,112540,
20/11/18,112530,112540,112440,112480,
20/11/18,112490,112510,112450,112510,
20/11/18,112510,112520,112450,112450,
20/11/18,112440,112460,112380,112420,
20/11/18,112400,112480,112340,112470,
20/11/18,112470,112480,112420,112420,
20/11/18,112430,112470,112420,112470,
20/11/18,112470,112500,112440,112470,
20/11/18,112450,112470,112420,112440,
20/11/18,112450,112450,112400,112420,
20/11/18,112430,112440,112380,112440,
20/11/18,112450,112470,112420,112470,
20/11/18,112480,112490,112400,112420,
20/11/18,112410,112420,112310,112350,
20/11/18,112350,112440,112320,112350,
20/11/18,112360,112430,112350,112420,
20/11/18,112410,112420,112350,112370,
20/11/18,112390,112500,112390,112440,
20/11/18,112440,112470,112380,112400,
20/11/18,112410,112430,112380,112390,
20/11/18,112400,112400,112300,112310,
20/11/18,112330,112400,112300,112400,
20/11/18,112390,112450,112380,112430,
20/11/18,112430,112450,112390,112410,
20/11/18,112410,112430,112390,112410,
20/11/18,112410,112440,112370,112440,
20/11/18,112440,112480,112420,112430,
20/11/18,112440,112460,112390,112460,
20/11/18,112460,112470,112380,112440,
20/11/18,112450,112450,112360,112400,
20/11/18,112400,112460,112400,112460,
20/11/18,112450,112450,112380,112400,
20/11/18,112410,112420,112380,112400,
20/11/18,112400,112460,112390,112450,
20/11/18,112440,112620,112440,112560,
20/11/18,112560,112620,112560,112580,
20/11/18,112580,112620,112540,112600,
20/11/18,112610,112750,112610,112740,
20/11/18,112740,112750,112670,112700,
20/11/18,112700,112770,112680,112700,
20/11/18,112700,112740,112680,112720,
20/11/18,112730,112740,112700,112720,
20/11/18,112730,112730,112660,112660,
20/11/18,112650,112720,112650,112700,
20/11/18,112700,112740,112700,112720,
20/11/18,112730,112810,112730,112790,
20/11/18,112780,112790,112730,112730,
20/11/18,112730,112730,112680,112710,
20/11/18,112700,112700,112590,112630,
20/11/18,112630,112660,112610,112640,
20/11/18,112620,112650,112580,112630,
20/11/18,112640,112640,112590,112610,
20/11/18,112600,112660,112600,112620,
20/11/18,112640,112710,112640,112670,
20/11/18,112680,112780,112660,112750,
20/11/18,112750,112800,112720,112750,
20/11/18,112770,112780,112730,112730,
20/11/18,112760,112830,112740,112780,
20/11/18,112800,112810,112730,112750,
20/11/18,112750,112790,112740,112750,
20/11/18,112760,112770,112700,112740,
20/11/18,112750,112780,112710,112740,
20/11/18,112740,112870,112700,112780,
20/11/18,112780,112830,112780,112810,
20/11/18,112820,112850,112790,112800,
20/11/18,112790,112830,112760,112820,
20/11/18,112830,112870,112800,112830,
20/11/18,112820,112840,112760,112780,
20/11/18,112790,112800,112750,112790,
20/11/18,112800,112810,112750,112790,
20/11/18,112780,112790,112730,112730,
20/11/18,112740,112760,112710,112710,
20/11/18,112720,112750,112700,112750,
20/11/18,112730,112760,112710,112720,
20/11/18,112720,112730,112600,112690,
20/11/18,112690,112730,112670,112730,
20/11/18,112730,112830,112730,112790,
20/11/18,112790,112840,112780,112800,
20/11/18,112780,112820,112760,112810,
20/11/18,112820,112840,112800,112820,
20/11/18,112810,112930,112800,112810,
20/11/18,112810,112810,112730,112780,
20/11/18,112790,112830,112770,112790,
20/11/18,112790,112830,112780,112830,
20/11/18,112830,112860,112810,112850,
20/11/18,112860,112860,112820,112850,
20/11/18,112840,112870,112830,112840,
20/11/18,112830,112900,112800,112890,
20/11/18,112890,112890,112820,112840,
20/11/18,112850,112870,112800,112830,
20/11/18,112830,112850,112810,112850,
20/11/18,112850,112850,112820,112840,
20/11/18,112840,112850,112740,112740,
20/11/18,112740,112760,112700,112740,
20/11/18,112750,112780,112720,112750,
20/11/18,112750,112770,112720,112740,
20/11/18,112750,112760,112740,112750,
20/11/18,112760,112760,112710,112720,
20/11/18,112730,112750,112700,112710,
20/11/18,112700,112710,112540,112630,
20/11/18,112630,112670,112600,112670,
20/11/18,112670,112760,112670,112760,
20/11/18,112760,112760,112700,112710,
20/11/18,112690,112800,112680,112780,
20/11/18,112780,112830,112760,112790,
20/11/18,112780,112910,112770,112890,
20/11/18,112890,112910,112840,112870,
20/11/18,112870,112920,112830,112900,
20/11/18,112900,112910,112860,112870,
20/11/18,112870,112880,112800,112820,
20/11/18,112830,112880,112820,112860,
20/11/18,112860,112870,112840,112860,
20/11/18,112860,112920,112830,112910,
20/11/18,112920,112990,112890,112970,
20/11/18,112970,113050,112960,113010,
20/11/18,113010,113090,113000,113070,
20/11/18,113060,113100,113030,113040,
20/11/18,113050,113050,112990,113040,
20/11/18,113050,113060,112980,112980,
20/11/18,113000,113030,112990,113020,
20/11/18,113010,113030,112990,113010,
20/11/18,113000,113040,113000,113040,
20/11/18,113040,113080,113020,113040,
20/11/18,113050,113230,113050,113150,
20/11/18,113150,113210,113140,113180,
20/11/18,113180,113320,113170,113270,
20/11/18,113280,113300,113240,113270,
20/11/18,113250,113280,113210,113230,
20/11/18,113230,113250,113200,113220,
20/11/18,113220,113280,113190,113200,
20/11/18,113210,113250,113160,113170,
20/11/18,113160,113180,113140,113140,
20/11/18,113150,113160,113100,113160,
20/11/18,113140,113160,113120,113130,
20/11/18,113150,113160,113110,113110,
20/11/18,113120,113120,113080,113120,
20/11/18,113120,113130,113080,113080,
20/11/18,113080,113120,113070,113120,
20/11/18,113110,113150,113110,113120,
20/11/18,113120,113140,113110,113120,
20/11/18,113120,113130,113050,113080,
20/11/18,113090,113120,113070,113110,
20/11/18,113110,113110,113070,113080,
20/11/18,113090,113090,113040,113040,
20/11/18,113060,113070,113020,113050,
20/11/18,113040,113100,113030,113100,
20/11/18,113100,113100,113070,113090,
20/11/18,113070,113070,113020,113030,
20/11/18,113020,113060,113010,113040,
20/11/18,113030,113040,113000,113010,
20/11/18,113010,113110,113010,113060,
20/11/18,113070,113110,113070,113090,
20/11/18,113080,113150,113070,113100,
20/11/18,113110,113140,113070,113070,
20/11/18,113070,113090,113060,113080,
20/11/18,113070,113080,113000,113020,
20/11/18,113040,113040,112990,113000,
20/11/18,113000,113050,112980,113010,
20/11/18,113030,113050,113010,113030,
20/11/18,113030,113060,113020,113040,
20/11/18,113040,113040,113010,113030,
20/11/18,113030,113050,113020,113040,
20/11/18,113040,113070,113030,113050,
20/11/18,113060,113120,113040,113050,
20/11/18,113060,113110,113050,113110,
20/11/18,113100,113180,113100,113140,
20/11/18,113140,113190,113130,113180,
20/11/18,113170,113190,113120,113140,
20/11/18,113130,113150,113120,113140,
20/11/18,113150,113180,113140,113170,
20/11/18,113180,113230,113180,113180,
20/11/18,113190,113200,113160,113160,
20/11/18,113160,113170,113110,113150,
20/11/18,113130,113170,113130,113140,
20/11/18,113150,113160,113080,113090,
20/11/18,113080,113110,113030,113080,
20/11/18,113080,113100,113060,113080,
20/11/18,113080,113140,113070,113140,
20/11/18,113130,113150,113100,113110,
20/11/18,113110,113110,113030,113040,
20/11/18,113040,113080,113030,113040,
20/11/18,113050,113070,112990,113030,
20/11/18,113040,113070,113020,113070,
20/11/18,113070,113100,113050,113070,
20/11/18,113070,113070,113010,113050,
20/11/18,113050,113060,112980,113020,
20/11/18,113020,113030,112890,112920,
20/11/18,112940,112940,112870,112910,
20/11/18,112910,112940,112900,112940,
20/11/18,112940,112950,112890,112940,
20/11/18,112940,112990,112920,112990,
20/11/18,112990,113000,112950,112990,
20/11/18,112980,112990,112950,112970,
20/11/18,112960,112990,112940,112960,
20/11/18,112960,112970,112910,112930,
20/11/18,112930,112970,112910,112970,
20/11/18,112980,113000,112940,112970,
20/11/18,112980,113000,112950,112980,
20/11/18,112970,112990,112960,112970,
20/11/18,112970,112970,112930,112940,
20/11/18,112950,112970,112850,112880,
20/11/18,112880,112880,112810,112830,
20/11/18,112830,112870,112820,112870,
20/11/18,112870,112880,112630,112650,
20/11/18,112650,112720,112580,112690,
20/11/18,112690,112700,112640,112670,
20/11/18,112670,112720,112650,112700,
20/11/18,112720,112770,112660,112750,
20/11/18,112730,112740,112710,112740,
20/11/18,112730,112800,112720,112770,
20/11/18,112760,112780,112690,112700,
20/11/18,112710,112750,112700,112710,
20/11/18,112720,112720,112600,112620,
20/11/18,112610,112680,112610,112660,
20/11/18,112660,112700,112630,112700,
20/11/18,112700,112710,112660,112690,
20/11/18,112680,112690,112570,112580,
20/11/18,112580,112600,112400,112400,
20/11/18,112400,112440,112370,112410,
20/11/18,112410,112470,112350,112470,
20/11/18,112460,112480,112380,112390,
20/11/18,112390,112430,112360,112410,
20/11/18,112410,112460,112400,112460,
20/11/18,112460,112460,112370,112410,
20/11/18,112400,112400,112360,112390,
20/11/18,112370,112400,112370,112390,
20/11/18,112380,112400,112300,112310,
20/11/18,112320,112400,112300,112310,
20/11/18,112320,112320,112200,112230,
20/11/18,112220,112240,112040,112060,
20/11/18,112070,112080,111970,112020,
20/11/18,112030,112040,111990,112010,
20/11/18,112020,112050,111990,112010,
20/11/18,112030,112050,111980,111990,
20/11/18,111990,111990,111860,111920,
20/11/18,111910,111970,111900,111940,
20/11/18,111920,111960,111880,111900,
20/11/18,111910,111910,111850,111900,
20/11/18,111900,111950,111890,111950,
20/11/18,111940,111940,111850,111890,
20/11/18,111900,111950,111880,111910,
20/11/18,111900,111940,111890,111930,
20/11/18,111940,111960,111910,111930,
20/11/18,111920,111930,111900,111930,
20/11/18,111930,112010,111910,112000,
20/11/18,112000,112000,111920,111930,
20/11/18,111930,111940,111880,111900,
20/11/18,111890,111900,111820,111850,
20/11/18,111830,111850,111710,111710,
20/11/18,111710,111770,111680,111720,
20/11/18,111720,111800,111700,111790,
20/11/18,111790,111830,111750,111820,
20/11/18,111820,111820,111760,111780,
20/11/18,111770,111780,111740,111760,
20/11/18,111750,111750,111640,111660,
20/11/18,111660,111660,111530,111580,
20/11/18,111570,111640,111570,111640,
20/11/18,111630,111640,111600,111620,
20/11/18,111630,111670,111620,111670,
20/11/18,111670,111710,111640,111650,
20/11/18,111650,111670,111600,111610,
20/11/18,111610,111620,111570,111590,
20/11/18,111580,111650,111550,111620,
20/11/18,111640,111640,111550,111560,
20/11/18,111560,111710,111540,111700,
20/11/18,111690,111770,111660,111760,
20/11/18,111770,111810,111730,111800,
20/11/18,111810,111810,111750,111760,
20/11/18,111760,111780,111720,111730,
20/11/18,111720,111720,111520,111530,
20/11/18,111530,111630,111530,111620,
20/11/18,111610,111640,111570,111640,
20/11/18,111650,111680,111620,111680,
20/11/18,111670,111700,111630,111670,
20/11/18,111670,111750,111660,111740,
20/11/18,111740,111770,111720,111770,
20/11/18,111770,111780,111720,111740,
20/11/18,111730,111730,111650,111650,
20/11/18,111650,111730,111620,111700,
20/11/18,111710,111720,111610,111640,
20/11/18,111640,111790,111620,111750,
20/11/18,111750,111790,111710,111760,
20/11/18,111770,111780,111690,111740,
20/11/18,111750,111860,111740,111810,
20/11/18,111810,111810,111670,111700,
20/11/18,111690,111790,111690,111730,
20/11/18,111730,111760,111570,111630,
20/11/18,111630,111760,111570,111750,
20/11/18,111760,111830,111720,111810,
20/11/18,111800,111830,111760,111800,
20/11/18,111800,111850,111780,111800,
20/11/18,111820,111850,111790,111790,
20/11/18,111790,111810,111720,111780,
20/11/18,111770,111850,111760,111840,
20/11/18,111850,111850,111690,111760,
20/11/18,111760,111810,111750,111790,
20/11/18,111790,111810,111690,111690,
20/11/18,111710,111720,111630,111670,
20/11/18,111670,111710,111650,111700,
20/11/18,111710,111710,111620,111630,
20/11/18,111640,111680,111550,111570,
20/11/18,111570,111570,111430,111460,
20/11/18,111460,111470,111370,111440,
20/11/18,111440,111440,111330,111340,
20/11/18,111350,111350,111150,111170,
20/11/18,111160,111160,111020,111030,
20/11/18,111030,111130,111030,111130,
20/11/18,111130,111200,111100,111190,
20/11/18,111190,111210,111080,111150,
20/11/18,111160,111170,111090,111130,
20/11/18,111130,111220,111070,111220,
20/11/18,111210,111220,111090,111210,
20/11/18,111200,111220,111100,111160,
20/11/18,111160,111170,110930,110970,
20/11/18,110980,111010,110900,110950,
20/11/18,110970,110990,110840,110880,
20/11/18,110880,110900,110730,110740,
20/11/18,110740,110750,110580,110700,
20/11/18,110700,110750,110590,110600,
20/11/18,110610,110710,110580,110610,
20/11/18,110610,110670,110510,110610,
20/11/18,110610,110640,110390,110440,
20/11/18,110440,110600,110440,110600,
20/11/18,110590,110600,110310,110330,
20/11/18,110320,110550,110270,110530,
20/11/18,110530,110550,110430,110540,
20/11/18,110530,110670,110520,110660,
20/11/18,110660,110720,110620,110660,
20/11/18,110650,110710,110570,110700,
20/11/18,110690,110740,110630,110700,
20/11/18,110710,110760,110680,110700,
20/11/18,110690,110720,110600,110670,
20/11/18,110670,110760,110630,110750,
20/11/18,110740,110770,110700,110750,
20/11/18,110740,110790,110670,110750,
20/11/18,110750,110880,110730,110860,
20/11/18,110850,110860,110800,110800,
20/11/18,110800,110890,110780,110820,
20/11/18,110820,110820,110750,110800,
20/11/18,110800,110830,110700,110830,
20/11/18,110830,110960,110820,110930,
20/11/18,110930,111060,110930,111010,
20/11/18,110990,111050,110940,111000,
20/11/18,110990,111010,110950,110950,
20/11/18,110970,111060,110950,111000,
20/11/18,111000,111080,110960,110980,
20/11/18,110970,111120,110960,111090,
20/11/18,111090,111230,111090,111190,
20/11/18,111210,111270,111150,111230,
20/11/18,111230,111270,111150,111180,
20/11/18,111200,111320,111170,111320,
20/11/18,111320,111420,111290,111390,
20/11/18,111400,111430,111300,111340,
20/11/18,111320,111400,111310,111370,
20/11/18,111410,111570,111410,111460,
20/11/18,111470,111490,111330,111360,
20/11/18,111360,111380,111280,111340,
20/11/18,111320,111320,111250,111270,
20/11/18,111260,111290,111230,111240,
20/11/18,111250,111310,111240,111300,
20/11/18,111290,111450,111280,111430,
20/11/18,111450,111560,111430,111500,
20/11/18,111510,111620,111450,111620,
20/11/18,111620,111680,111550,111630,
20/11/18,111640,111690,111600,111680,
20/11/18,111680,111780,111660,111700,
20/11/18,111700,111740,111610,111630,
20/11/18,111620,111640,111550,111570,
20/11/18,111570,111600,111490,111490,
20/11/18,111490,111500,111340,111340,
20/11/18,111360,111360,111280,111340,
20/11/18,111330,111340,111270,111290,
20/11/18,111290,111310,111250,111280,
20/11/18,111270,111270,111150,111170,
20/11/18,111170,111250,111130,111230,
20/11/18,111230,111290,111220,111270,
20/11/18,111250,111300,111220,111300,
20/11/18,111290,111340,111260,111310,
20/11/18,111310,111330,111210,111220,
20/11/18,111210,111240,111150,111150,
20/11/18,111140,111180,111030,111040,
20/11/18,111040,111090,110850,110900,
20/11/18,110900,111020,110860,111020,
20/11/18,111010,111070,110960,110970,
20/11/18,110970,111040,110930,111010,
20/11/18,111010,111030,110970,111000,
20/11/18,110990,111020,110950,110950,
20/11/18,110960,110970,110900,110930,
20/11/18,110920,111000,110830,110860,
20/11/18,110860,110950,110840,110910,
20/11/18,110920,111080,110910,111060,
20/11/18,111070,111120,111030,111070,
20/11/18,111070,111150,111050,111100,
20/11/18,111100,111190,111090,111180,
20/11/18,111180,111190,111150,111180,
20/11/18,111200,111210,111160,111200,
20/11/18,111190,111280,111160,111270,
20/11/18,111270,111300,111250,111280,
20/11/18,111280,111300,111250,111270,
20/11/18,111270,111300,111240,111260,
20/11/18,111260,111290,111210,111280,
20/11/18,111270,111280,111240,111260,
20/11/18,111260,111280,111210,111220,
20/11/18,111230,111240,111200,111200,
20/11/18,111200,111210,111040,111080,
20/11/18,111080,111140,111070,111130,
20/11/18,111120,111120,111050,111050,
20/11/18,111060,111090,111030,111090,
20/11/18,111090,111160,111080,111150,
20/11/18,111150,111370,111110,111350,
20/11/18,111360,111430,111320,111420,
20/11/18,111420,111430,111330,111330,
20/11/18,111330,111390,111290,111330,
20/11/18,111310,111320,111280,111300,
20/11/18,111290,111350,111290,111330,
20/11/18,111340,111370,111290,111290,
20/11/18,111290,111290,111180,111230,
20/11/18,111210,111300,111200,111300,
20/11/18,111300,111400,111290,111360,
20/11/18,111360,111370,111260,111260,
20/11/18,111260,111280,111160,111160,
20/11/18,111160,111160,111080,111110,
20/11/18,111100,111130,111080,111130,
20/11/18,111130,111200,111110,111150,
20/11/18,111140,111150,111100,111110,
20/11/18,111110,111110,111050,111080,
20/11/18,111090,111180,111070,111160,
20/11/18,111160,111160,111110,111110,
20/11/18,111110,111110,111040,111080,
20/11/18,111080,111090,111020,111030,
20/11/18,111020,111110,111020,111100,
20/11/18,111090,111110,111030,111060,
20/11/18,111050,111050,110960,110980,
20/11/18,110970,111010,110950,111010,
20/11/18,111010,111020,110950,111000,
20/11/18,111000,111000,110950,110960,
20/11/18,110960,110980,110950,110970,
20/11/18,110950,111020,110910,111010,
20/11/18,111000,111060,110960,111010,
20/11/18,111000,111100,110990,111060,
20/11/18,111060,111060,111000,111030,
20/11/18,110990,111090,110980,111090,
20/11/18,111090,111110,110990,111000,
20/11/18,111000,111060,111000,111060,
20/11/18,111050,111110,111030,111060,
20/11/18,111060,111070,110990,111030,
20/11/18,111050,111080,111010,111070,
20/11/18,111070,111070,111020,111030,
20/11/18,111030,111030,110980,111000,
20/11/18,111010,111040,110970,111040,
20/11/18,111030,111050,110980,111040,
20/11/18,111050,111050,110970,110970,
20/11/18,110960,111020,110910,110920,
20/11/18,110920,110940,110860,110870,
20/11/18,110870,110910,110850,110890,
20/11/18,110890,110950,110850,110940,
20/11/18,110930,110980,110880,110960,
20/11/18,110960,110970,110880,110900,
20/11/18,110890,110900,110800,110820,
20/11/18,110810,110820,110760,110780,
20/11/18,110770,110780,110700,110700,
20/11/18,110700,110730,110640,110710,
20/11/18,110700,110790,110700,110780,
20/11/18,110770,110790,110740,110770,
20/11/18,110760,110760,110690,110750,
20/11/18,110750,110800,110720,110790,
20/11/18,110790,110900,110790,110890,
20/11/18,110890,111000,110890,110970,
20/11/18,110970,110980,110910,110950,
20/11/18,110940,110950,110820,110850,
20/11/18,110850,110850,110720,110760,
20/11/18,110740,110760,110690,110740,
20/11/18,110740,110750,110690,110750,
20/11/18,110740,110740,110650,110670,
20/11/18,110660,110670,110610,110630,
20/11/18,110630,110720,110610,110680,
20/11/18,110690,110700,110550,110570,
20/11/18,110570,110610,110520,110540,
20/11/18,110550,110590,110510,110540,
20/11/18,110530,110730,110520,110720,
20/11/18,110710,110740,110640,110640,
20/11/18,110650,110690,110640,110670,
20/11/18,110670,110680,110620,110650,
20/11/18,110660,110700,110620,110680,
20/11/18,110670,110680,110610,110640,
20/11/18,110630,110700,110630,110660,
20/11/18,110650,110660,110500,110510,
20/11/18,110510,110630,110480,110590,
20/11/18,110610,110700,110580,110670,
20/11/18,110670,110670,110500,110540,
20/11/18,110540,110550,110500,110520,
20/11/18,110520,110560,110470,110530,
20/11/18,110520,110540,110480,110500,
20/11/18,110500,110510,110330,110390,
20/11/18,110380,110430,110310,110420,
20/11/18,110410,110460,110340,110350,
20/11/18,110350,110370,110300,110350,
20/11/18,110350,110350,110230,110250,
20/11/18,110240,110310,110210,110230,
20/11/18,110220,110300,110200,110290,
20/11/18,110290,110480,110290,110470,
20/11/18,110460,110530,110430,110440,
